endereco_original,endereco_modificado,tipo_erro,label
"AVENIDA PICADILLY, 105, ALPHAVILLE - LAGOA DOS INGLESES, 34018004, NOVA LIMA, MG","AVENIDA PICADILLY, 107, ALPHAVILLE - LAGOA DOS INGLESES, 34018004, NOVA LIMA, MG",NUMERO_ALTERADO,1
"AVENIDA PICADILLY, 105, ALPHAVILLE - LAGOA DOS INGLESES, 34018004, NOVA LIMA, MG","AVENIDA PICADILLY, 115, ALPHAVILLE - LAGOA DOS INGLESES, 34018004, NOVA LIMA, MG",NUMERO_ALTERADO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",ORIGINAL,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","R JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",ABREVIACAO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",SEM_TIPO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",SEM_ACENTO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR ONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",ERRO_DIGITACAO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR CONGRO BASTOS, 1313, 79604250, TRES LAGOAS, MS",SEM_BAIRRO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, TRES LAGOAS, MS",SEM_CEP,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR CONGRO BASTOS, 1311, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",NUMERO_ALTERADO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR CONGRO BASTOS, 1312, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",NUMERO_ALTERADO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR CONGRO BASTOS, 1314, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",NUMERO_ALTERADO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR CONGRO BASTOS, 1315, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",NUMERO_ALTERADO,1
"RUA JOSE AMILCAR CONGRO BASTOS, 1313, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS","RUA JOSE AMILCAR CONGRO BASTOS, 1323, JARDIM CANGALHA, 79604250, TRES LAGOAS, MS",NUMERO_ALTERADO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",ORIGINAL,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",ABREVIACAO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",SEM_TIPO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",SEM_ACENTO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",ERRO_DIGITACAO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 16, 72927036, AGUAS LINDAS DE GOIAS, GO",SEM_BAIRRO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 16, MANSOES CAMARGO, AGUAS LINDAS DE GOIAS, GO",SEM_CEP,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 14, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",NUMERO_ALTERADO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 15, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",NUMERO_ALTERADO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 17, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",NUMERO_ALTERADO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 18, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",NUMERO_ALTERADO,1
"QUADRA QUADRA 6, 16, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO","QUADRA QUADRA 6, 26, MANSOES CAMARGO, 72927036, AGUAS LINDAS DE GOIAS, GO",NUMERO_ALTERADO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",ORIGINAL,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AV AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",ABREVIACAO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",SEM_TIPO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",SEM_ACENTO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOME DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",ERRO_DIGITACAO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOMES DE ALENCAR, 2569, 63033027, JUAZEIRO DO NORTE, CE",SEM_BAIRRO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, JUAZEIRO DO NORTE, CE",SEM_CEP,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOMES DE ALENCAR, 2567, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",NUMERO_ALTERADO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOMES DE ALENCAR, 2568, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",NUMERO_ALTERADO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOMES DE ALENCAR, 2570, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",NUMERO_ALTERADO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOMES DE ALENCAR, 2571, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",NUMERO_ALTERADO,1
"AVENIDA AILTON GOMES DE ALENCAR, 2569, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE","AVENIDA AILTON GOMES DE ALENCAR, 2579, JOSE GERALDO DA CRUZ, 63033027, JUAZEIRO DO NORTE, CE",NUMERO_ALTERADO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ",ORIGINAL,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ",ABREVIACAO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ",SEM_TIPO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ",SEM_ACENTO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E NDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ",ERRO_DIGITACAO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11540, 25730745, PETROPOLIS, RJ",SEM_BAIRRO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, PETROPOLIS, RJ",SEM_CEP,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11538, ITAIPAVA, 25730745, PETROPOLIS, RJ",NUMERO_ALTERADO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11539, ITAIPAVA, 25730745, PETROPOLIS, RJ",NUMERO_ALTERADO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11541, ITAIPAVA, 25730745, PETROPOLIS, RJ",NUMERO_ALTERADO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11542, ITAIPAVA, 25730745, PETROPOLIS, RJ",NUMERO_ALTERADO,1
"ESTRADA UNIAO E INDUSTRIA, 11540, ITAIPAVA, 25730745, PETROPOLIS, RJ","ESTRADA UNIAO E INDUSTRIA, 11550, ITAIPAVA, 25730745, PETROPOLIS, RJ",NUMERO_ALTERADO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",ORIGINAL,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","ROD ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",ABREVIACAO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",SEM_TIPO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",SEM_ACENTO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FAIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",ERRO_DIGITACAO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",SEM_BAIRRO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, CACHOEIRO DE ITAPEMIRIM, ES",SEM_CEP,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1327, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",NUMERO_ALTERADO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1328, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",NUMERO_ALTERADO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1330, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",NUMERO_ALTERADO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1331, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",NUMERO_ALTERADO,1
"RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1329, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES","RODOVIA ENGENHEIRO FABIANO VIVACQUA, 1339, TIJUCA, 29320899, CACHOEIRO DE ITAPEMIRIM, ES",NUMERO_ALTERADO,1
"RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE","RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE",ORIGINAL,1
"RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE","ROD BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE",ABREVIACAO,1
"RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE","BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE",SEM_TIPO,1
"RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE","RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE",SEM_ACENTO,1
"RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE","RODOVIA BR 232, M 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE",ERRO_DIGITACAO,1
"RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE","RODOVIA BR 232, KM 206,3, S/N, 55200000, PESQUEIRA, PE",SEM_BAIRRO,1
"RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, 55200000, PESQUEIRA, PE","RODOVIA BR 232, KM 206,3, S/N, ZONA RURAL, PESQUEIRA, PE",SEM_CEP,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC",ORIGINAL,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","R JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC",ABREVIACAO,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC",SEM_TIPO,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC",SEM_ACENTO,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAOSAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC",ERRO_DIGITACAO,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAO SAVI, 202, 89400000, PORTO UNIAO, SC",SEM_BAIRRO,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAO SAVI, 202, CIDADE NOVA, PORTO UNIAO, SC",SEM_CEP,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAO SAVI, 200, CIDADE NOVA, 89400000, PORTO UNIAO, SC",NUMERO_ALTERADO,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAO SAVI, 201, CIDADE NOVA, 89400000, PORTO UNIAO, SC",NUMERO_ALTERADO,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAO SAVI, 203, CIDADE NOVA, 89400000, PORTO UNIAO, SC",NUMERO_ALTERADO,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAO SAVI, 204, CIDADE NOVA, 89400000, PORTO UNIAO, SC",NUMERO_ALTERADO,1
"RUA JOAO SAVI, 202, CIDADE NOVA, 89400000, PORTO UNIAO, SC","RUA JOAO SAVI, 212, CIDADE NOVA, 89400000, PORTO UNIAO, SC",NUMERO_ALTERADO,1
"RUA GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR","RUA GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR",ORIGINAL,1
"RUA GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR","R GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR",ABREVIACAO,1
"RUA GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR","GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR",SEM_TIPO,1
"RUA GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR","RUA GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR",SEM_ACENTO,1
"RUA GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR","RUA GENERALOSORIO, S/N, CENTRO, 85390000, VIRMOND, PR",ERRO_DIGITACAO,1
"RUA GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR","RUA GENERAL OSORIO, S/N, 85390000, VIRMOND, PR",SEM_BAIRRO,1
"RUA GENERAL OSORIO, S/N, CENTRO, 85390000, VIRMOND, PR","RUA GENERAL OSORIO, S/N, CENTRO, VIRMOND, PR",SEM_CEP,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC",ORIGINAL,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","R JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC",ABREVIACAO,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC",SEM_TIPO,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC",SEM_ACENTO,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIAN DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC",ERRO_DIGITACAO,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIANO DE SERPA, 65, 69970000, TARAUACA, AC",SEM_BAIRRO,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIANO DE SERPA, 65, CENTRO, TARAUACA, AC",SEM_CEP,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIANO DE SERPA, 63, CENTRO, 69970000, TARAUACA, AC",NUMERO_ALTERADO,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIANO DE SERPA, 64, CENTRO, 69970000, TARAUACA, AC",NUMERO_ALTERADO,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIANO DE SERPA, 66, CENTRO, 69970000, TARAUACA, AC",NUMERO_ALTERADO,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIANO DE SERPA, 67, CENTRO, 69970000, TARAUACA, AC",NUMERO_ALTERADO,1
"RUA JUSTINIANO DE SERPA, 65, CENTRO, 69970000, TARAUACA, AC","RUA JUSTINIANO DE SERPA, 75, CENTRO, 69970000, TARAUACA, AC",NUMERO_ALTERADO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",ORIGINAL,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","R PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",ABREVIACAO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",SEM_TIPO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",SEM_ACENTO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOA CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",ERRO_DIGITACAO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOAL CONTE, 1588, 89182000, LONTRAS, SC",SEM_BAIRRO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, LONTRAS, SC",SEM_CEP,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOAL CONTE, 1586, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",NUMERO_ALTERADO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOAL CONTE, 1587, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",NUMERO_ALTERADO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOAL CONTE, 1589, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",NUMERO_ALTERADO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOAL CONTE, 1590, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",NUMERO_ALTERADO,1
"RUA PASCHOAL CONTE, 1588, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC","RUA PASCHOAL CONTE, 1598, JARDIM PRIMAVERA - URBANO, 89182000, LONTRAS, SC",NUMERO_ALTERADO,1
"SETOR SGCV (ST GARAGENS E CONCES DE VEICULOS), 22, ZONA INDUSTRIAL (GUARA), 71215100, BRASILIA, DF","SETOR SGCV (ST GARAGENS E CONCES DE VEICULOS), 22, ZONA INDUSTRIAL (GUARA), 71215100, BRASILIA, DF",ORIGINAL,1
"SETOR SGCV (ST GARAGENS E CONCES DE VEICULOS), 22, ZONA INDUSTRIAL (GUARA), 71215100, BRASILIA, DF","SETOR SGCV (ST GARAGENS E CONCES DE VEICULOS), 22, ZONA INDUSTRIAL (GUARA), 71215100, BRASILIA, DF",ABREVIACAO,1
"SETOR SGCV (ST GARAGENS E CONCES DE VEICULOS), 22, ZONA INDUSTRIAL (GUARA), 71215100, BRASILIA, DF","SGCV (ST GARAGENS E CONCES DE VEICULOS), 22, ZONA INDUSTRIAL (GUARA), 71215100, BRASILIA, DF",SEM_TIPO,1
"SETOR SGCV (ST GARAGENS E CONCES DE VEICULOS), 22, ZONA INDUSTRIAL (GUARA), 71215100, BRASILIA, DF","SETOR SGCV (ST GARAGENS E CONCES DE VEICULOS), 22, ZONA INDUSTRIAL (GUARA), 71215100, BRASILIA, DF",SEM_ACENTO,1
